new_data
114.363907
103.5490995
93.28166981
81.43538087
71.86100248
80.31392106
88.82275336
105.3578109
122.8171092
124.3954001
125.3332297
133.8140565
154.2186348
135.9625304
119.6825245
109.531762
118.9107447
159.4254045
185.5862536
210.0497971
211.6185965
187.4785167
175.1763244
175.7307253
189.8988313
191.8122011
179.4294071
168.6664337
172.4212802
191.2246834
