new_data
103.4834227
105.6844301
128.0706809
118.9298569
113.6427551
112.2438498
112.9824252
87.03152306
78.27799026
72.10589358
94.44801577
106.1486893
115.4735677
136.7719819
126.0935884
82.43103284
81.02072756
81.26180042
62.96955163
40.18744942
20.61274282
45.2022784
65.43822742
59.25998218
49.0337877
24.23915288
26.40205807
24.05785068
40.46908316
