new_data
90.28115851
84.47896218
68.56767222
71.78325539
53.93026846
37.78154641
64.52677558
100.6885978
117.8930157
125.549033
115.7659493
120.7150393
135.7139693
143.3086623
151.8422665
168.0386762
180.7314185
174.7883075
189.774611
206.2802383
234.6763293
241.3824834
246.171222
247.4063533
234.6071666
202.6854315
236.6088491
257.3293745
244.7964909
238.2355269
