new_data
92.77870359
75.31707831
76.52647492
89.70109562
73.95824434
77.68188449
70.29448639
83.60804797
85.40973561
104.3397242
95.66649655
88.17430655
111.725574
111.7872629
108.2587404
114.2821234
112.1090399
110.2107082
142.9815
165.742814
156.9552326
177.6630847
187.4071402
213.5170669
217.8866617
220.0802205
216.5088191
199.3905458
199.9115974
207.2169569
